               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 312,            0.016944,            0.010306,           0.0014802,             0.82771,             0.83921,             0.85545,             0.63282,            0.027553,           0.0094152,           0.0095849,           0.0038422,           0.0038422,           0.0038422
                 313,            0.017779,            0.010873,           0.0016824,             0.81949,             0.84603,             0.85494,             0.63155,             0.02755,            0.009413,           0.0095279,           0.0038224,           0.0038224,           0.0038224
                 314,            0.017542,            0.010665,           0.0016381,             0.83658,             0.82702,             0.85323,             0.63105,            0.027504,           0.0094218,           0.0095681,           0.0038026,           0.0038026,           0.0038026
                 315,            0.017621,            0.010293,           0.0017177,             0.82823,             0.83432,             0.85876,             0.63673,            0.027538,            0.009452,             0.00954,           0.0037828,           0.0037828,           0.0037828
                 316,            0.017744,             0.01066,           0.0016227,             0.83007,             0.83872,             0.86105,             0.63922,            0.027502,           0.0094648,           0.0091907,            0.003763,            0.003763,            0.003763
                 317,            0.017373,            0.010504,           0.0015298,             0.82892,              0.8423,             0.86397,             0.63941,            0.027542,           0.0094529,           0.0089496,           0.0037432,           0.0037432,           0.0037432
                 318,             0.01791,            0.010566,           0.0014459,             0.83556,             0.83105,             0.86327,             0.64268,            0.027594,           0.0094826,           0.0090193,           0.0037234,           0.0037234,           0.0037234
                 319,            0.018258,            0.010471,           0.0015516,             0.82559,             0.83432,             0.86226,             0.64199,            0.027604,            0.009525,           0.0089149,           0.0037036,           0.0037036,           0.0037036
                 320,            0.017294,            0.010419,           0.0016616,             0.85891,              0.8006,             0.85646,             0.63988,             0.02761,           0.0095662,           0.0088462,           0.0036838,           0.0036838,           0.0036838
                 321,            0.017577,             0.01057,           0.0015076,              0.8435,              0.8122,             0.85586,             0.63813,             0.02763,           0.0096355,           0.0089604,            0.003664,            0.003664,            0.003664
                 322,             0.01771,            0.010585,            0.001494,             0.80918,             0.84528,             0.85615,             0.63831,            0.027661,            0.009657,           0.0090326,           0.0036442,           0.0036442,           0.0036442
                 323,            0.017353,            0.010437,           0.0011665,             0.81078,             0.84544,             0.85738,             0.63775,            0.027704,           0.0096545,           0.0088556,           0.0036244,           0.0036244,           0.0036244
                 324,            0.017057,            0.010325,           0.0014043,             0.81047,             0.84783,             0.85861,             0.63734,            0.027744,           0.0096555,           0.0087561,           0.0036046,           0.0036046,           0.0036046
                 325,            0.017191,             0.01025,           0.0013886,             0.80345,             0.85493,             0.85729,             0.63869,            0.027761,           0.0096678,           0.0086655,           0.0035848,           0.0035848,           0.0035848
                 326,             0.01713,            0.010059,           0.0013102,              0.8102,             0.84871,             0.85574,             0.63859,            0.027758,           0.0096736,           0.0085624,            0.003565,            0.003565,            0.003565
                 327,             0.01739,            0.010378,           0.0014047,             0.81288,             0.84563,             0.85214,             0.63667,            0.027771,           0.0096873,           0.0086726,           0.0035452,           0.0035452,           0.0035452
                 328,            0.017144,            0.010194,           0.0013688,             0.81636,             0.83891,             0.85102,             0.63649,            0.027763,           0.0096977,            0.008736,           0.0035254,           0.0035254,           0.0035254
                 329,            0.017082,            0.010237,            0.001273,             0.82159,             0.84291,             0.85448,             0.63785,            0.027767,           0.0096804,           0.0088687,           0.0035056,           0.0035056,           0.0035056
                 330,            0.016893,             0.01007,           0.0012883,             0.84657,             0.82002,              0.8523,             0.63666,            0.027799,           0.0096686,           0.0089026,           0.0034858,           0.0034858,           0.0034858
                 331,             0.01734,            0.010327,           0.0016222,             0.84211,             0.82311,             0.85458,             0.63526,            0.027779,           0.0096441,           0.0086588,            0.003466,            0.003466,            0.003466
                 332,            0.017385,            0.010357,           0.0014851,             0.84157,             0.82397,             0.85517,             0.63763,            0.027753,           0.0096304,             0.00855,           0.0034462,           0.0034462,           0.0034462
                 333,            0.017111,            0.010322,           0.0014941,             0.84637,             0.82334,             0.85286,             0.63721,            0.027725,           0.0096244,           0.0084201,           0.0034264,           0.0034264,           0.0034264
                 334,            0.017434,            0.010171,           0.0016195,              0.8212,             0.84584,             0.85543,             0.63727,             0.02768,            0.009648,           0.0082431,           0.0034066,           0.0034066,           0.0034066
                 335,            0.016758,            0.010198,           0.0015057,             0.83112,             0.83776,             0.85524,              0.6374,            0.027646,           0.0096604,           0.0080384,           0.0033868,           0.0033868,           0.0033868
                 336,            0.017146,            0.010065,           0.0015555,             0.83092,             0.84297,              0.8568,             0.63795,            0.027573,           0.0096745,           0.0080763,            0.003367,            0.003367,            0.003367
                 337,              0.0174,            0.010423,           0.0014813,             0.83397,             0.84214,             0.85729,             0.63743,            0.027555,            0.009695,           0.0080782,           0.0033472,           0.0033472,           0.0033472
                 338,            0.016988,            0.010238,           0.0016629,             0.84841,             0.82879,             0.85681,             0.63852,            0.027547,            0.009731,           0.0082633,           0.0033274,           0.0033274,           0.0033274
                 339,            0.016798,            0.010204,           0.0014363,             0.82599,             0.84497,             0.85702,             0.63478,            0.027514,            0.009763,            0.008401,           0.0033076,           0.0033076,           0.0033076
                 340,            0.017095,             0.01017,            0.001438,             0.83842,              0.8363,             0.85729,             0.63586,            0.027514,           0.0097796,           0.0084145,           0.0032878,           0.0032878,           0.0032878
                 341,            0.017314,            0.010462,           0.0014076,             0.82952,             0.84091,             0.85937,             0.63583,            0.027546,           0.0097806,           0.0085259,            0.003268,            0.003268,            0.003268
                 342,            0.017498,            0.010169,           0.0014305,             0.85152,             0.82333,             0.85939,             0.63787,            0.027563,           0.0098047,           0.0087371,           0.0032482,           0.0032482,           0.0032482
                 343,            0.016319,           0.0097219,           0.0012127,             0.85413,             0.82427,             0.85998,              0.6382,            0.027546,            0.009812,           0.0088251,           0.0032284,           0.0032284,           0.0032284
                 344,            0.016516,           0.0097722,           0.0010713,             0.83602,             0.84164,             0.86135,             0.63827,            0.027503,           0.0098441,           0.0089269,           0.0032086,           0.0032086,           0.0032086
                 345,             0.01631,            0.009543,           0.0012592,              0.8393,             0.83733,              0.8604,             0.63788,            0.027504,           0.0098649,           0.0088278,           0.0031888,           0.0031888,           0.0031888
                 346,            0.016483,           0.0096003,           0.0012327,             0.83931,             0.83618,             0.86009,             0.63932,            0.027497,           0.0098882,           0.0088613,            0.003169,            0.003169,            0.003169
                 347,            0.016296,           0.0096837,          0.00089316,             0.83819,             0.83354,              0.8588,             0.63843,            0.027522,           0.0099287,           0.0087827,           0.0031492,           0.0031492,           0.0031492
                 348,            0.016658,            0.009511,          0.00096048,             0.85856,             0.81646,             0.86076,             0.63837,            0.027514,            0.009964,           0.0087266,           0.0031294,           0.0031294,           0.0031294
                 349,            0.015746,           0.0096164,          0.00082441,             0.84776,              0.8247,             0.86088,             0.63887,            0.027522,           0.0099964,            0.008755,           0.0031096,           0.0031096,           0.0031096
                 350,            0.015802,           0.0095391,          0.00088238,             0.84895,             0.82491,             0.85814,             0.63684,             0.02751,            0.010026,           0.0087711,           0.0030898,           0.0030898,           0.0030898
                 351,            0.015922,           0.0095185,          0.00083705,             0.85155,             0.82101,             0.85797,             0.63561,              0.0275,            0.010049,           0.0087529,             0.00307,             0.00307,             0.00307
                 352,             0.01545,           0.0094495,          0.00096091,             0.84616,             0.82116,             0.85815,             0.63602,            0.027522,            0.010064,           0.0088021,           0.0030502,           0.0030502,           0.0030502
                 353,            0.015617,           0.0093982,          0.00083495,             0.84981,             0.81832,             0.85828,              0.6365,            0.027536,            0.010091,           0.0088418,           0.0030304,           0.0030304,           0.0030304
                 354,            0.015778,           0.0095344,          0.00070389,             0.84768,             0.81714,             0.85858,             0.63804,            0.027495,            0.010098,           0.0089171,           0.0030106,           0.0030106,           0.0030106
                 355,             0.01575,           0.0092221,          0.00080236,             0.84841,             0.81463,             0.85714,              0.6372,            0.027483,            0.010118,           0.0092401,           0.0029908,           0.0029908,           0.0029908
                 356,            0.015391,            0.009388,          0.00088325,             0.81507,             0.84218,             0.85661,              0.6356,            0.027488,            0.010152,           0.0095153,            0.002971,            0.002971,            0.002971
                 357,            0.016151,           0.0094406,          0.00088727,             0.81548,             0.84216,             0.85594,             0.63526,            0.027505,            0.010144,           0.0096656,           0.0029512,           0.0029512,           0.0029512
                 358,            0.015177,           0.0092246,          0.00081112,             0.81503,             0.84188,             0.85572,             0.63361,            0.027547,            0.010128,           0.0098293,           0.0029314,           0.0029314,           0.0029314
                 359,            0.015378,           0.0091597,          0.00089549,             0.83276,              0.8292,             0.85723,             0.63284,            0.027571,            0.010118,           0.0098592,           0.0029116,           0.0029116,           0.0029116
                 360,            0.015761,           0.0096139,          0.00091698,             0.83805,             0.82275,             0.85548,             0.63253,            0.027577,            0.010116,           0.0099316,           0.0028918,           0.0028918,           0.0028918
                 361,            0.014878,           0.0088183,          0.00073826,             0.83787,             0.82583,             0.85605,             0.63361,             0.02757,            0.010118,            0.010037,            0.002872,            0.002872,            0.002872
                 362,            0.014967,           0.0087928,          0.00063662,              0.8408,             0.82221,             0.85645,             0.63574,            0.027552,            0.010126,            0.010098,           0.0028522,           0.0028522,           0.0028522
                 363,            0.014396,           0.0083822,          0.00054979,             0.84988,             0.81514,             0.85562,             0.63504,            0.027551,            0.010139,            0.010018,           0.0028324,           0.0028324,           0.0028324
                 364,            0.014565,           0.0083711,           0.0004934,             0.84959,             0.81798,              0.8547,              0.6356,            0.027546,            0.010159,           0.0099073,           0.0028126,           0.0028126,           0.0028126
                 365,            0.014414,           0.0084855,          0.00046312,             0.84806,             0.81836,             0.85492,             0.63525,             0.02756,            0.010182,           0.0098056,           0.0027928,           0.0027928,           0.0027928
                 366,             0.01486,           0.0084215,          0.00044795,             0.84916,              0.8192,             0.85565,             0.63696,            0.027568,            0.010199,           0.0097882,            0.002773,            0.002773,            0.002773
                 367,            0.013971,           0.0083053,          0.00039523,             0.84802,             0.81827,             0.85551,             0.63639,            0.027602,            0.010233,           0.0097899,           0.0027532,           0.0027532,           0.0027532
                 368,             0.01409,           0.0083805,          0.00047362,             0.83944,             0.82517,             0.85465,               0.637,             0.02762,             0.01026,           0.0097943,           0.0027334,           0.0027334,           0.0027334
                 369,            0.014192,            0.008288,          0.00039069,             0.83009,             0.83227,             0.85497,             0.63657,            0.027634,             0.01028,            0.009799,           0.0027136,           0.0027136,           0.0027136
                 370,            0.013859,           0.0083931,          0.00059784,             0.83665,             0.82794,             0.85486,             0.63474,            0.027643,            0.010287,           0.0097131,           0.0026938,           0.0026938,           0.0026938
                 371,             0.01396,           0.0083107,          0.00047234,             0.83889,             0.82818,             0.85476,             0.63457,            0.027664,            0.010295,           0.0097018,            0.002674,            0.002674,            0.002674
                 372,            0.013985,           0.0083614,          0.00041636,             0.83917,              0.8284,             0.85462,             0.63432,            0.027657,            0.010286,           0.0096298,           0.0026542,           0.0026542,           0.0026542
                 373,            0.014142,           0.0080943,           0.0003829,             0.83111,             0.83504,             0.85608,             0.63494,            0.027647,            0.010284,           0.0097316,           0.0026344,           0.0026344,           0.0026344
                 374,            0.013829,           0.0082789,          0.00033076,             0.83592,             0.83304,             0.85525,             0.63415,            0.027652,            0.010309,           0.0099439,           0.0026146,           0.0026146,           0.0026146
                 375,            0.014395,           0.0083439,           0.0004027,             0.83194,             0.83781,             0.85575,             0.63628,            0.027654,            0.010326,            0.010006,           0.0025948,           0.0025948,           0.0025948
                 376,            0.013588,           0.0081002,          0.00038372,             0.83325,             0.83462,             0.85566,             0.63735,            0.027679,            0.010326,            0.010019,            0.002575,            0.002575,            0.002575
                 377,            0.013866,           0.0081258,          0.00036911,             0.83122,             0.83717,             0.85607,             0.63647,            0.027696,            0.010323,            0.010011,           0.0025552,           0.0025552,           0.0025552
                 378,            0.014226,           0.0084668,          0.00039471,             0.83152,             0.83956,              0.8581,             0.63584,            0.027681,            0.010324,           0.0099801,           0.0025354,           0.0025354,           0.0025354
                 379,               0.015,           0.0091303,          0.00085685,             0.83418,             0.83943,             0.85901,             0.63614,            0.027686,            0.010302,           0.0099555,           0.0025156,           0.0025156,           0.0025156
                 380,            0.015146,           0.0093664,          0.00081382,             0.84308,             0.83516,             0.85878,             0.63649,             0.02768,             0.01029,           0.0099773,           0.0024958,           0.0024958,           0.0024958
                 381,            0.014973,           0.0089011,          0.00071913,             0.84433,             0.83497,             0.85823,              0.6372,            0.027679,             0.01027,           0.0099725,            0.002476,            0.002476,            0.002476
                 382,            0.015424,           0.0093604,          0.00087775,             0.84437,             0.83486,             0.85917,              0.6372,            0.027677,            0.010249,           0.0099566,           0.0024562,           0.0024562,           0.0024562
                 383,            0.014733,           0.0089724,          0.00083446,             0.84251,             0.83476,             0.85933,             0.63753,            0.027694,            0.010241,            0.010022,           0.0024364,           0.0024364,           0.0024364
                 384,            0.015453,           0.0093387,          0.00066733,             0.84273,             0.83459,              0.8597,             0.63749,            0.027702,            0.010236,            0.010093,           0.0024166,           0.0024166,           0.0024166
                 385,             0.01511,           0.0090567,          0.00073266,             0.82649,             0.84985,             0.86032,             0.63932,            0.027712,            0.010244,            0.010163,           0.0023968,           0.0023968,           0.0023968
                 386,            0.014751,            0.009096,          0.00082466,             0.84647,             0.83148,             0.86021,             0.63907,            0.027724,            0.010252,            0.010148,            0.002377,            0.002377,            0.002377
                 387,             0.01504,           0.0089338,          0.00060894,             0.84708,             0.83091,             0.86007,              0.6392,             0.02773,            0.010253,            0.010245,           0.0023572,           0.0023572,           0.0023572
                 388,             0.01466,           0.0090236,          0.00079851,             0.85227,             0.82665,             0.85924,             0.63825,            0.027759,            0.010257,            0.010305,           0.0023374,           0.0023374,           0.0023374
                 389,             0.01543,           0.0095847,           0.0010349,             0.83811,             0.83953,             0.85861,              0.6397,             0.02777,            0.010255,            0.010371,           0.0023176,           0.0023176,           0.0023176
                 390,            0.015265,           0.0095484,          0.00099681,             0.83752,             0.84014,             0.85875,             0.63896,            0.027772,            0.010253,            0.010403,           0.0022978,           0.0022978,           0.0022978
                 391,            0.015148,           0.0090385,           0.0010513,             0.84207,             0.83759,              0.8588,             0.63793,            0.027782,             0.01024,            0.010425,            0.002278,            0.002278,            0.002278
                 392,             0.01531,            0.009337,          0.00092928,             0.84309,             0.83715,             0.85977,             0.63955,            0.027772,            0.010227,            0.010455,           0.0022582,           0.0022582,           0.0022582
                 393,            0.015023,           0.0091654,          0.00074849,             0.84514,             0.83697,             0.85835,             0.63979,             0.02777,            0.010214,            0.010514,           0.0022384,           0.0022384,           0.0022384
                 394,              0.0156,            0.009283,           0.0007872,             0.84087,               0.843,             0.85933,             0.63973,            0.027777,             0.01021,            0.010616,           0.0022186,           0.0022186,           0.0022186
                 395,             0.01586,           0.0092488,          0.00091128,             0.84075,             0.84242,             0.85883,             0.63973,            0.027773,            0.010218,            0.010639,           0.0021988,           0.0021988,           0.0021988
                 396,            0.014945,           0.0092434,          0.00095541,             0.84593,             0.83921,             0.85865,             0.63976,            0.027766,            0.010225,            0.010636,            0.002179,            0.002179,            0.002179
                 397,            0.015247,           0.0093286,          0.00078218,             0.84167,             0.83832,             0.85757,             0.64098,            0.027776,             0.01024,            0.010685,           0.0021592,           0.0021592,           0.0021592
                 398,            0.015346,           0.0093589,          0.00077779,             0.84175,              0.8389,             0.85586,             0.63932,            0.027787,            0.010244,            0.010701,           0.0021394,           0.0021394,           0.0021394
                 399,             0.01485,           0.0091791,          0.00064844,             0.83914,             0.83705,             0.85449,             0.63905,            0.027784,            0.010241,            0.010706,           0.0021196,           0.0021196,           0.0021196
                 400,            0.014858,           0.0090824,          0.00081437,             0.83915,             0.83682,             0.85359,             0.63706,            0.027778,            0.010241,            0.010666,           0.0020998,           0.0020998,           0.0020998
                 401,            0.014765,           0.0090532,          0.00081019,             0.83905,             0.83611,             0.85367,             0.63712,            0.027775,            0.010247,             0.01066,             0.00208,             0.00208,             0.00208
                 402,            0.014711,           0.0087936,          0.00073217,              0.8371,             0.83811,             0.85372,             0.63681,            0.027772,             0.01026,             0.01067,           0.0020602,           0.0020602,           0.0020602
                 403,            0.015016,           0.0091409,          0.00073838,             0.83183,             0.84167,             0.85358,             0.63879,            0.027761,            0.010268,            0.010682,           0.0020404,           0.0020404,           0.0020404
                 404,            0.014919,           0.0089583,          0.00070682,             0.83713,             0.83612,             0.85334,             0.63777,            0.027752,            0.010275,             0.01073,           0.0020206,           0.0020206,           0.0020206
                 405,            0.014582,           0.0089478,          0.00066033,             0.83725,             0.83612,             0.85263,             0.63811,            0.027744,            0.010277,            0.010747,           0.0020008,           0.0020008,           0.0020008
                 406,            0.014467,             0.00889,          0.00076015,             0.83723,             0.83618,               0.853,             0.63872,             0.02775,            0.010282,            0.010749,            0.001981,            0.001981,            0.001981
                 407,            0.014718,           0.0089203,          0.00071497,             0.82162,             0.85205,             0.85291,             0.63743,            0.027748,            0.010285,            0.010734,           0.0019612,           0.0019612,           0.0019612
                 408,            0.014856,           0.0090314,          0.00072167,             0.83876,             0.83479,             0.85254,             0.63735,            0.027753,            0.010283,            0.010739,           0.0019414,           0.0019414,           0.0019414
                 409,            0.014577,           0.0090216,           0.0007461,             0.83727,             0.83651,              0.8519,             0.63634,            0.027755,            0.010284,            0.010755,           0.0019216,           0.0019216,           0.0019216
                 410,            0.014911,           0.0089566,          0.00077942,             0.83725,             0.83646,             0.85397,             0.63824,            0.027755,            0.010286,            0.010763,           0.0019018,           0.0019018,           0.0019018
                 411,             0.01446,            0.008953,          0.00072979,             0.82283,             0.84899,             0.85428,             0.63851,             0.02776,             0.01029,             0.01078,            0.001882,            0.001882,            0.001882
                 412,            0.014588,           0.0087532,          0.00080556,             0.82301,             0.84899,             0.85257,               0.638,            0.027752,              0.0103,            0.010808,           0.0018622,           0.0018622,           0.0018622
                 413,            0.014741,           0.0090343,          0.00059438,             0.82156,             0.85074,             0.85244,             0.63692,            0.027749,            0.010304,            0.010809,           0.0018424,           0.0018424,           0.0018424
                 414,            0.014484,            0.008901,          0.00068155,             0.82308,              0.8489,             0.85242,             0.63735,            0.027744,            0.010313,            0.010801,           0.0018226,           0.0018226,           0.0018226
                 415,            0.014085,           0.0088072,          0.00074761,             0.82356,             0.84887,             0.85386,             0.63688,            0.027741,            0.010321,            0.010803,           0.0018028,           0.0018028,           0.0018028
                 416,            0.014734,           0.0089292,           0.0008891,             0.84839,             0.83219,             0.85535,             0.63581,            0.027748,             0.01032,            0.010811,            0.001783,            0.001783,            0.001783
                 417,            0.014816,           0.0090816,          0.00074771,              0.8415,             0.83766,             0.85553,             0.63673,            0.027757,            0.010324,            0.010737,           0.0017632,           0.0017632,           0.0017632
                 418,            0.014858,           0.0088792,          0.00071282,             0.82652,             0.84899,             0.85538,             0.63724,            0.027755,            0.010332,            0.010715,           0.0017434,           0.0017434,           0.0017434
                 419,            0.015175,           0.0094235,           0.0013176,             0.84943,              0.8307,             0.85515,             0.63742,            0.027751,             0.01033,            0.010634,           0.0017236,           0.0017236,           0.0017236
                 420,            0.015859,           0.0094675,           0.0013333,             0.84966,             0.83055,             0.85536,             0.63815,            0.027744,            0.010326,            0.010519,           0.0017038,           0.0017038,           0.0017038
                 421,            0.015167,            0.009279,           0.0011127,             0.85026,             0.83028,             0.85501,              0.6386,            0.027741,            0.010325,            0.010515,            0.001684,            0.001684,            0.001684
                 422,            0.015401,           0.0095079,           0.0012195,             0.85091,             0.83012,             0.85485,             0.63869,            0.027737,            0.010323,            0.010517,           0.0016642,           0.0016642,           0.0016642
                 423,            0.015844,           0.0095155,          0.00096507,             0.84247,             0.83525,             0.85523,             0.63763,            0.027736,            0.010318,            0.010499,           0.0016444,           0.0016444,           0.0016444
                 424,            0.015773,           0.0095513,           0.0012061,             0.84231,             0.83486,             0.85517,             0.63719,            0.027741,            0.010318,            0.010475,           0.0016246,           0.0016246,           0.0016246
                 425,            0.014843,           0.0092421,            0.001014,              0.8263,             0.84899,             0.85556,              0.6375,            0.027739,            0.010317,            0.010452,           0.0016048,           0.0016048,           0.0016048
                 426,             0.01562,           0.0093559,           0.0011034,             0.82634,             0.84899,             0.85525,             0.63803,            0.027737,            0.010315,            0.010433,            0.001585,            0.001585,            0.001585
                 427,             0.01503,           0.0094449,           0.0011538,              0.8261,             0.84898,             0.85551,              0.6386,            0.027733,            0.010314,            0.010436,           0.0015652,           0.0015652,           0.0015652
                 428,            0.015342,           0.0095096,          0.00099155,             0.84825,             0.83006,              0.8554,             0.63868,             0.02773,            0.010313,            0.010444,           0.0015454,           0.0015454,           0.0015454
                 429,            0.015146,           0.0093997,           0.0011493,             0.84828,             0.83006,             0.85528,             0.63904,            0.027733,            0.010311,            0.010465,           0.0015256,           0.0015256,           0.0015256
                 430,            0.015122,           0.0093796,           0.0010383,             0.82401,               0.851,             0.85521,             0.63899,            0.027728,            0.010312,             0.01048,           0.0015058,           0.0015058,           0.0015058
                 431,            0.015089,           0.0091115,          0.00098829,             0.82421,               0.851,             0.85566,             0.63787,            0.027724,            0.010315,            0.010468,            0.001486,            0.001486,            0.001486
                 432,            0.015233,           0.0091484,           0.0011719,             0.82397,               0.851,             0.85579,             0.63849,             0.02772,            0.010316,            0.010434,           0.0014662,           0.0014662,           0.0014662
                 433,            0.014786,           0.0091318,          0.00084452,              0.8508,             0.83186,             0.85539,             0.63852,            0.027718,            0.010317,            0.010436,           0.0014464,           0.0014464,           0.0014464
                 434,            0.015082,           0.0094447,           0.0011905,             0.84968,             0.83182,             0.85462,             0.63831,            0.027719,            0.010322,            0.010427,           0.0014266,           0.0014266,           0.0014266
                 435,            0.015088,           0.0091773,          0.00084614,             0.82318,             0.85274,             0.85488,             0.63763,            0.027712,            0.010321,            0.010415,           0.0014068,           0.0014068,           0.0014068
                 436,            0.014888,           0.0093404,           0.0011714,             0.82325,             0.85296,              0.8551,             0.63803,            0.027711,            0.010318,            0.010408,            0.001387,            0.001387,            0.001387
                 437,            0.015096,           0.0094246,          0.00091277,             0.82242,             0.85293,             0.85551,             0.63813,            0.027705,            0.010322,            0.010381,           0.0013672,           0.0013672,           0.0013672
                 438,            0.016193,           0.0095971,           0.0014907,             0.82241,             0.85301,             0.85562,             0.63731,            0.027703,            0.010324,             0.01037,           0.0013474,           0.0013474,           0.0013474
                 439,             0.01577,           0.0096818,            0.001702,             0.82223,             0.85301,             0.85608,             0.63783,            0.027692,            0.010325,            0.010359,           0.0013276,           0.0013276,           0.0013276
                 440,            0.016092,           0.0098957,           0.0017071,             0.83943,             0.83884,             0.85581,             0.63811,            0.027686,            0.010323,            0.010347,           0.0013078,           0.0013078,           0.0013078
                 441,            0.015712,           0.0097142,           0.0015716,             0.83941,             0.83892,             0.85633,             0.63872,            0.027685,            0.010324,            0.010328,            0.001288,            0.001288,            0.001288
                 442,            0.015803,            0.010139,           0.0014497,             0.83926,             0.83892,             0.85601,             0.63787,            0.027684,            0.010331,            0.010321,           0.0012682,           0.0012682,           0.0012682
                 443,            0.015595,           0.0096684,           0.0014075,             0.83897,             0.83893,             0.85582,             0.63672,            0.027682,            0.010335,            0.010276,           0.0012484,           0.0012484,           0.0012484
                 444,            0.015941,           0.0097917,           0.0014776,             0.83877,             0.83893,             0.85601,             0.63747,            0.027677,            0.010339,            0.010249,           0.0012286,           0.0012286,           0.0012286
                 445,             0.01547,            0.009826,            0.001531,             0.83891,             0.83893,             0.85581,             0.63738,             0.02768,            0.010339,            0.010245,           0.0012088,           0.0012088,           0.0012088
                 446,            0.015769,           0.0094211,           0.0015668,              0.8361,              0.8409,             0.85616,             0.63776,            0.027675,            0.010339,            0.010218,            0.001189,            0.001189,            0.001189
                 447,            0.015402,           0.0094086,            0.001699,             0.83605,             0.84096,              0.8559,              0.6378,            0.027671,            0.010339,            0.010213,           0.0011692,           0.0011692,           0.0011692
                 448,             0.01551,           0.0095498,           0.0015987,             0.83837,             0.84083,             0.85605,             0.63886,            0.027657,            0.010341,            0.010195,           0.0011494,           0.0011494,           0.0011494
                 449,            0.015603,           0.0095901,           0.0017086,              0.8388,             0.84096,             0.85624,             0.63849,            0.027649,            0.010338,            0.010181,           0.0011296,           0.0011296,           0.0011296
                 450,            0.015357,           0.0096703,           0.0014004,             0.83887,             0.84096,             0.85649,              0.6383,            0.027642,            0.010339,            0.010164,           0.0011098,           0.0011098,           0.0011098
                 451,            0.015348,           0.0093823,           0.0014456,             0.83894,             0.84096,             0.85654,             0.63835,            0.027635,            0.010342,            0.010153,             0.00109,             0.00109,             0.00109
                 452,            0.015167,           0.0094664,           0.0014823,             0.83895,              0.8409,             0.85655,             0.63802,            0.027628,            0.010348,            0.010132,           0.0010702,           0.0010702,           0.0010702
                 453,            0.015429,             0.00983,           0.0017336,             0.83907,             0.84094,             0.85613,             0.63761,            0.027621,            0.010352,            0.010115,           0.0010504,           0.0010504,           0.0010504
                 454,            0.015351,           0.0092632,            0.001501,             0.83622,             0.84096,             0.85616,             0.63803,            0.027622,            0.010353,            0.010149,           0.0010306,           0.0010306,           0.0010306
                 455,            0.015282,           0.0092692,           0.0015264,              0.8362,             0.84095,             0.85622,             0.63825,            0.027617,            0.010355,            0.010162,           0.0010108,           0.0010108,           0.0010108
                 456,            0.015015,            0.009629,           0.0014359,             0.83611,             0.84094,             0.85614,             0.63795,            0.027623,            0.010361,            0.010168,            0.000991,            0.000991,            0.000991
                 457,            0.015628,           0.0096067,           0.0014484,             0.83604,             0.84093,             0.85596,             0.63752,            0.027624,            0.010363,            0.010154,           0.0009712,           0.0009712,           0.0009712
                 458,            0.015238,           0.0093568,           0.0013414,             0.83588,             0.84096,             0.85591,             0.63731,            0.027625,            0.010369,            0.010144,           0.0009514,           0.0009514,           0.0009514
                 459,            0.015363,           0.0094015,           0.0012809,             0.83603,             0.84096,             0.85474,             0.63703,            0.027625,            0.010374,            0.010132,           0.0009316,           0.0009316,           0.0009316
                 460,            0.015002,           0.0091528,           0.0013505,              0.8335,             0.83895,             0.85251,             0.63691,            0.027624,            0.010379,            0.010137,           0.0009118,           0.0009118,           0.0009118
                 461,            0.015033,           0.0092879,           0.0011498,             0.83354,             0.83889,             0.85244,             0.63703,            0.027617,            0.010382,            0.010137,            0.000892,            0.000892,            0.000892
                 462,            0.015231,           0.0094154,           0.0012964,              0.8335,             0.83895,             0.85246,             0.63767,            0.027613,            0.010384,            0.010141,           0.0008722,           0.0008722,           0.0008722
                 463,            0.014916,           0.0093622,           0.0012778,             0.83346,             0.83895,             0.85227,             0.63756,             0.02761,            0.010386,            0.010134,           0.0008524,           0.0008524,           0.0008524
                 464,            0.014858,           0.0094793,           0.0013856,             0.83351,              0.8389,             0.85187,             0.63738,             0.02761,            0.010392,            0.010134,           0.0008326,           0.0008326,           0.0008326
                 465,            0.014949,           0.0091932,           0.0014526,             0.83347,             0.83895,             0.85124,             0.63708,            0.027605,            0.010394,            0.010127,           0.0008128,           0.0008128,           0.0008128
                 466,            0.015454,           0.0095665,           0.0015572,             0.83358,             0.83895,             0.85137,             0.63718,            0.027609,            0.010398,            0.010144,            0.000793,            0.000793,            0.000793
                 467,            0.015509,           0.0096191,           0.0017974,             0.83367,             0.83895,             0.85103,             0.63669,            0.027606,              0.0104,            0.010166,           0.0007732,           0.0007732,           0.0007732
                 468,            0.015258,           0.0094762,            0.001603,             0.83364,             0.83895,              0.8518,             0.63775,            0.027604,            0.010404,            0.010231,           0.0007534,           0.0007534,           0.0007534
                 469,            0.015054,           0.0095036,           0.0014439,             0.83366,             0.83895,             0.85181,             0.63811,            0.027602,            0.010407,            0.010252,           0.0007336,           0.0007336,           0.0007336
                 470,            0.015073,           0.0092452,            0.001509,             0.83373,             0.83895,             0.85205,             0.63799,            0.027599,             0.01041,            0.010275,           0.0007138,           0.0007138,           0.0007138
                 471,            0.015209,           0.0095659,           0.0017437,             0.83368,             0.83895,             0.85199,             0.63813,            0.027597,            0.010411,            0.010274,            0.000694,            0.000694,            0.000694
